date,username,tweet
Fri Jul 14 11:01:55 +0000 2023,IdChannel9,IDI memutuskan untuk tidak lakukan mogok nasional. Surat edaran organisasi tersebut menyebut akan lakukan judicial review..... #IDI  #MogokNasional  #JudicialReview #RUUKesehatan   https://t.co/z2l3MABXE1
Fri Jul 14 10:38:03 +0000 2023,PRFMnews,"Link Download RUU Kesehatan 2023 yang Baru Disahkan Jadi UU oleh DPR, Apa Isi Aturan di Dalamnya? https://t.co/BdFeatCy53"
Fri Jul 14 10:30:12 +0000 2023,FMB9ID_,Bagaimana perjalanan panjang Rancangan Undang-Undang Kesehatan ini sampai disahkan DPR dan juga apa saja yang dibenahi ? Cek infografis berikut ya! #FMB9 #RUUKesehatanDisahkan #RUUKesehatan #TransformasiKesehatan https://t.co/jbkwrhEDnK
Fri Jul 14 10:12:18 +0000 2023,asykad,"ya apa aja dibahas, ya analisis data, ya belajar excel, ya belajar baca jurnal, sampe diskusi ruu kesehatan buat gizi???😔🫂"
Fri Jul 14 10:03:33 +0000 2023,metroonlinentt,"WAHAI SELURUH NAKES  Sah, DPR Setuju RUU Kesehatan Jadi Undang-Undang, Begini Isinya  https://t.co/USIIGphZnT"
Fri Jul 14 09:57:13 +0000 2023,AlfathMelfas,TENGGELAMKAN!!!! partai pendukung RUU kesehatan
Fri Jul 14 09:47:28 +0000 2023,eryalia,pada akhirnya RUU kesehatan tetap disahkan ☺️☺️
Fri Jul 14 09:40:40 +0000 2023,theluckiestboy,@putrizonn @DPR_RI kalah sama RUU kesehatan sat set sat set padahal masyarakat lebih duku RUU perampasan aset
Fri Jul 14 09:31:30 +0000 2023,firstindomagz,Dewan Perwakilan Rakyat (DPR) sepakat menyetujui RUU Kesehatan 2023 menjadi undang-undang pada Selasa kemarin (11/7).  Selengkapnya: https://t.co/T8zGGsezJJ https://t.co/5prmpgQQdg
Fri Jul 14 09:21:02 +0000 2023,AikHoki,@yusuf_dumdum @KompasTV RUU Kesehatan wes di acc tho Dumb..nah skrg segera dieksekusi aja yg ini ⬇️⬇️ ..jangan melipir pura2 bego.. #RUUKesehatan #RUUKesehatanAntiKedaulatan #RUUKesehatanDeNasionalisasi #RUUKesehatanAntiSoekarno  @PDI_Perjuangan @Gerindra https://t.co/YgGamm5SPS
Fri Jul 14 09:00:21 +0000 2023,PKSejahtera,"4 Alasan Krusial PKS Tolak RUU Kesehatan Jadi UU, Salah Satunya Sentralitas Pemerintah  RUU Kesehatan sangat sentralistis di tangan pemerintah dengan memangkas banyak norma strategis yang semestinya menjadi muatan undang-undang,"" ~@JazuliJuwaini   https://t.co/HxT0X8XT0l"""
Fri Jul 14 08:54:34 +0000 2023,KAMID33323658,"RUU Kesehatan yang dItolak para NAKES,  Tidak sesuai dengan cita-cita Kemerdekaan Indonesia 1945 HARUS DIBATALKAN DEMI MELINDUNGI SEGENAP WARGA NEGARA INDONESIA https://t.co/Iw18rynBXr"
Fri Jul 14 08:44:13 +0000 2023,WuryantoRagil,"@Dandhy_Laksono @Uki23 @psi_id Jelas menang aja blom sah bombastis programnya. Menang dulu lah diparlemen Baru kasih gagasan sebelum jadi undang undang. Yg RUU kesehatan bentukanya kyk apa gak jelas tau2  jd undang undang kok ini mo ubah aturan bpjs gratis. Klo niat, gratiskan pelayanan kesehatan tanpa syarat."
Fri Jul 14 08:30:00 +0000 2023,CNNIndonesia,DPR mengesahkan Omnibus Law RUU tentang Kesehatan menjadi UU pada Selasa (11/7). Pengesahan ini menuai penolakan dari para nakes dan akademisi kesehatan. https://t.co/mP9kr3hyPw #Infografis #CNNIndonesia https://t.co/qPGjHxNFqv
Fri Jul 14 08:28:31 +0000 2023,zhaqs,@CNNIndonesia Lah RUU KESEHATAN kemaren gimana kabar? Kok sok kalo mau naikkan gaji pns
Fri Jul 14 08:00:44 +0000 2023,AdWid,masa iya saham SILO dan HEAL naik pasca disahkan RUU Kesehatan? markicek
Fri Jul 14 07:52:10 +0000 2023,AikHoki,@yusuf_dumdum @KompasTV dimana2 kalo profesi dikelola K/L ya bakal kembali ke jaman bahala..hahaha..bego2 yg mendukung #RUUKesehatan pasal penjamakan OP dokter/nakes! @drnewstwit @PBIDI @PSSI @erickthohir
Fri Jul 14 07:49:13 +0000 2023,tnozpgc,RUU Kesehatan belum mencakup seluruh perbaikan dalam bidang kesehatan #PKSbersamaNakes #TolakRUUKesehatan https://t.co/zY8c9lPF43
Fri Jul 14 07:47:03 +0000 2023,tnozpgc,Dihilangkannya Mandatory spending di RUU Kesehatan merupakan sebuah kemunduran! #PKSbersamaNakes #TolakRUUKesehatan https://t.co/GK8TtV36BJ
Fri Jul 14 07:44:45 +0000 2023,tnozpgc,TEGAS! Fraksi PKS DPR RI MENOLAK RUU Kesehatan #PKSbersamaNakes #TolakRUUKesehatan https://t.co/jIQ6uJVDcP
Fri Jul 14 07:41:42 +0000 2023,blank0429,"Woiii, cepat kabur !!!   Ada yg datang &amp  mau ajak diskusi soal RUU Kesehatan. Cepetan umpetin draftnya  #BatalkanUUKesehatan https://t.co/7HXREh95iZ"
Fri Jul 14 07:33:47 +0000 2023,Jabar24Jam,"Terkait Pengesahaan RUU Kesehatan, IDI dan 4 Organisasi Nakes Ajukan Materi UU Kesehatan ke MK  https://t.co/WFhqfUw0vx"
Fri Jul 14 07:26:54 +0000 2023,IrzantoYunda,"Sekarang sudah hari Jumat. RUU kesehatan sudah ketok palu, tapi draft resmi belum beredar. Sebegitu rahasianya kah RUU Kesehatan itu buat masyarakat?? Macam mana pula ini. Masihkah kita di negara demokrasi? #TolakRUUKesehatan"
Fri Jul 14 07:14:29 +0000 2023,WahyuSeptianHS,"@psi_id katanya tegak lurus sama Jokowi, tapi ga ngikutin RUU Kesehatan"
Fri Jul 14 07:10:22 +0000 2023,news_wanheart,"Setelah RUU Kesehatan Disahkan, Muslim Arbi: Dokter China akan Banjiri Indonesia  Pagiii Pak Anies Tembak Bobby Israelis LGBT Polisi Viagra Insidious Gojo BPJS Rivan UU Kesehatan Official MV gara gara timezone https://t.co/5IVvPznpyX"
Fri Jul 14 07:05:57 +0000 2023,lutfithe13th,"Dokter &amp  nakes lain diminta tdk mogok menyikapi pengesahan RUU kesehatan &amp  mnempuh judicial review  Dgn UU baru ini diharapkan kedudukan organisasi profesi tdk lagi tunggal, seperti negara maju: UK, Jerman, Perancis  Di ketiga negara tsb 5 tahun ini dokter sering demo mogok kerja"
Fri Jul 14 07:05:07 +0000 2023,ahmat_relis,@DrEvaChaniago Jgn terlalu banyak diskusi bun RUU kesehatan udah disahkan jadi UU kalau mau dibatalkan itu UU mesti duduki gedung DPR/MPR 🙏
Fri Jul 14 07:00:54 +0000 2023,tribunnews,"Anggota Komisi IX DPR dari Fraksi PAN, Saleh Partaonan Daulay merespons hilangnya frasa BPJS Kesehatan dalam undang-undang (UU) Kesehatan. Dihapusnya istilah BPJS Kesehatan menarik banyak perhatian,  lantaran dalam draft RUU Kesehatan sebelumnya istilah BPJS masih  tertera. (ld)…"
Fri Jul 14 06:45:02 +0000 2023,Dipoett,Ruu kesehatan wakanda HAHAHAHA kocak emg para tikus pd lawak ya
Fri Jul 14 06:30:00 +0000 2023,Ganjaran_app,"Keren sih Pak @ganjarpranowo . Nggak cuma program2 nya aja yg keren, ternyata dirinya jga merupakan sosok pemimpin yg selalu mengapresiasi bawahannya. Jdi, bawahannya merasa dihargai dan lebih termotivasi utk lebih baik lgi.  #GanjaranApp #ganjarpresiden2024 #RUUKesehatan Polisi https://t.co/k8QUpMKi5e"
Fri Jul 14 06:40:20 +0000 2023,rakcerid,"Saat itu, Zainal ikut berorasi dalam aksi unjuk rasa menolak RUU Kesehatan di depan gedung DPR RI beberapa waktu lalu. Menurut Rosi, tuduhan Zainal tidak ada dalam UU Kesehatan. “Orasi Zainal bukan advokasi. Melainkan provokasi. Karena telah menyebar hoax,” kata Rosi. (*)"
Fri Jul 14 06:27:45 +0000 2023,rudi_kadarisman,"Ketua @FPD_DPR, @Edhie_Baskoro menolak dengan tegas RUU Kesehatan 👍🏻 #PartaiDemokrat  #DemokratS14P #AHY https://t.co/hnFcfYp488"
Fri Jul 14 06:14:40 +0000 2023,21_mozza,"@NenkMonica @rasbazz Udah jelas UUKesehatan omnibuslaw itu pesanan oligarki ,gak heran jika ketum Dewan penghianat Rakyat begitu bernafsu ingin mensahkan ketika masih RUUKesehatan. Di pikirnya rakyat masih mau di bodohi makanya bertindak semaunya ."
Fri Jul 14 06:04:21 +0000 2023,RickyFight,"di era SBY mampu meresmikan  (BPJS) Kesehatan dan BPJS Ketenagakerjaan serta meluncurkan program Jaminan Kesehatan Nasional (JKN), Hal ini jauh berbalik jika dibandingkan dengan disahkannya RUU Kesehatan yang banyak menuai polemik.  #AniesAHY2024 #RkyBanten #RickyFightBack https://t.co/RnF8L8AgSL"
Fri Jul 14 06:03:37 +0000 2023,MudiBanten,"di era SBY mampu meresmikan  (BPJS) Kesehatan dan BPJS Ketenagakerjaan serta meluncurkan program Jaminan Kesehatan Nasional (JKN), Hal ini jauh berbalik jika dibandingkan dengan disahkannya RUU Kesehatan yang banyak menuai polemik. https://t.co/XQyqOwyvWc"
Fri Jul 14 06:02:40 +0000 2023,ratnadewi1392,"@yusuf_dumdum @ArSunantoaris @KompasTV Sy kira bukan masalah hoax nya Ros"" sampai segitunya seorang ketua IDI maksa banget untuk menolak RUU kesehatan.  Jadi dg sikap ketua IDI seperti ini sy yakin RUU ini sudah benar."""
Fri Jul 14 06:00:01 +0000 2023,Ganjaran_app,Jangan coba-coba korupsi dengan @ganjarpranowo ! Semuanya pasti disikat.  #GanjaranApp #ganjarpresiden2024 #presiden2024 #pemilu2024 #GanjarCapres #Pilpres2024 #ganjaruntukindonesia #korupsi #pungli #jawatengah #polisi #LGBT #RUUKesehatan #Thailand #Kakashi #GARAGARATIMEZONE https://t.co/eio3xtWRNY
Fri Jul 14 05:58:26 +0000 2023,DrEvaChaniago,"Utas 6   KESEHATAN DIPERKOSA RAKYAT DIPERDAYA   RUU Kesehatan menurunkan pelayanan kesehatan serta mengancam Ketahanan dan Persatuan Bangsa.     Ketika 200an Profesor tidak dipercaya sebagai kekuatan moral, maka sungguh telah terjadi KEKUASAAN yang mengalahkan AKAL SEHAT.… https://t.co/frpOjXleWS"
Fri Jul 14 05:54:48 +0000 2023,Indopolitika,"Apresiasi RUU Kesehatan Disahkan Jadi UU, DPD IMM DKI Jakarta: Bukti DPR Kerja Untuk Rakyat https://t.co/9RIY0x9q65 via @Indopolitika"
Fri Jul 14 05:52:26 +0000 2023,DrEvaChaniago,"Utas 5  KESEHATAN DIPERKOSA RAKYAT DIPERDAYA   RUU Kesehatan menurunkan pelayanan kesehatan serta mengancam Ketahanan dan Persatuan Bangsa.     Ketika 200an Profesor tidak dipercaya sebagai kekuatan moral, maka sungguh telah terjadi KEKUASAAN yang mengalahkan AKAL SEHAT.  Selama… https://t.co/Jx7l5ziscg"""
Fri Jul 14 05:43:52 +0000 2023,DrEvaChaniago,"Utas 4   KESEHATAN DIPERKOSA RAKYAT DIPERDAYA   RUU Kesehatan menurunkan pelayanan kesehatan serta mengancam Ketahanan dan Persatuan Bangsa.     Ketika 200an Profesor tidak dipercaya sebagai kekuatan moral, maka sungguh telah terjadi KEKUASAAN yang mengalahkan AKAL SEHAT.… https://t.co/vWq5lAo7XR"
Fri Jul 14 05:41:23 +0000 2023,ZainalM_Prof,"[ DISKUSI PUBLIK ]  Pengesahan UU Kesehatan atau Kesakitan?""  CABUT UU KESEHATAN OMNIBUSLAW !!!  Rapat paripurna DPR RI akhirnya memutuskan mengesahkan Rancangan Undang-undang (RUU) Kesehatan menjadi undang-undang (UU) Kesehatan pada sidang paripurna DPR RI pada masa persidangan…"""
Fri Jul 14 05:40:45 +0000 2023,agungsaptaadi,"[ DISKUSI PUBLIK ]  Pengesahan UU Kesehatan atau Kesakitan?""  CABUT UU KESEHATAN OMNIBUSLAW !!!  Rapat paripurna DPR RI akhirnya memutuskan mengesahkan Rancangan Undang-undang (RUU) Kesehatan menjadi undang-undang (UU) Kesehatan pada sidang paripurna DPR RI pada masa persidangan…"""
Fri Jul 14 05:39:05 +0000 2023,qhucinq,RUU kesehatan udah disahkan. bagus sekali bapak menkes ini
Fri Jul 14 05:39:03 +0000 2023,EvaSriDiana_Dr,"[ DISKUSI PUBLIK ]  Pengesahan UU Kesehatan atau Kesakitan?""  CABUT UU KESEHATAN OMNIBUSLAW !!!  Rapat paripurna DPR RI akhirnya memutuskan mengesahkan Rancangan Undang-undang (RUU) Kesehatan menjadi undang-undang (UU) Kesehatan pada sidang paripurna DPR RI pada masa persidangan… https://t.co/BUdiMS6a4X"""
Fri Jul 14 05:36:52 +0000 2023,DrEvaChaniago,"[ DISKUSI PUBLIK ]  Pengesahan UU Kesehatan atau Kesakitan?""  CABUT UU KESEHATAN OMNIBUSLAW !!!  Rapat paripurna DPR RI akhirnya memutuskan mengesahkan Rancangan Undang-undang (RUU) Kesehatan menjadi undang-undang (UU) Kesehatan pada sidang paripurna DPR RI pada masa persidangan… https://t.co/mLW1IlKwUx"""
Fri Jul 14 05:32:42 +0000 2023,rahma__aini,RUU Kesehatan sederhanakan birokrasi https://t.co/8brQ83UNGt
Fri Jul 14 05:32:17 +0000 2023,aldibndro,"@WelWeiWey @catchmeupid Halah kok jadi ke biogenetik. RUU kesehatan ini kan masalah izin dokter, kok jadi ke cina.  memudahkan izin praktik dokter biar bnyk dokter di daerah"
Fri Jul 14 05:31:04 +0000 2023,ratnawulan941,RUU Kesehatan sederhanakan birokrasi https://t.co/DBJlBF4GYH
Fri Jul 14 05:30:54 +0000 2023,DrEvaChaniago,"Utas 3   KESEHATAN DIPERKOSA RAKYAT DIPERDAYA   RUU Kesehatan menurunkan pelayanan kesehatan serta mengancam Ketahanan dan Persatuan Bangsa.     Ketika 200an Profesor tidak dipercaya sebagai kekuatan moral, maka sungguh telah terjadi KEKUASAAN yang mengalahkan AKAL SEHAT.  Jadi… https://t.co/my6w5HLiWd"""
Fri Jul 14 05:29:44 +0000 2023,warta_cirebon,Jangan sampai issue Al zaitun menutupi RUU kesehatan. Pahami itu!!
Fri Jul 14 05:28:21 +0000 2023,FukusimaX,"@dehery13 @yusuf_dumdum @KompasTV dog attack mulai dilepas dari kandang nih setelah RUU kesehatan disahkan jadi UU ,akun2 gak jelas mulai menunjukkan kebodohannya membela kebobrokan organisasi profesi"
Fri Jul 14 05:15:57 +0000 2023,biohazzardouz,@catchmeupid min dibayar berapa sama kemenkes dan dpr buat endorse ruu kesehatan?
Fri Jul 14 05:10:45 +0000 2023,DrEvaChaniago,"Utas 2  KESEHATAN DIPERKOSA RAKYAT DIPERDAYA   RUU Kesehatan menurunkan pelayanan kesehatan serta mengancam Ketahanan dan Persatuan Bangsa.     Ketika 200an Profesor tidak dipercaya sebagai kekuatan moral, maka sungguh telah terjadi KEKUASAAN yang mengalahkan AKAL SEHAT.  Tapi… https://t.co/jobw99zKps"""
Fri Jul 14 04:59:00 +0000 2023,golkarpedia,"Pengesahan RUU Kesehatan, Melki Laka Lena Sampaikan Regulasi Komprehensif Bidang Kesehatan #airlanggahartarto #kuningkeren #sayagolkar #partaigolkar #golkarpedia  https://t.co/Z0YhwF0kKq"
Fri Jul 14 04:57:33 +0000 2023,Catatan_ali7,@radenrauf Kebohongan dari @Ngabila soal RUU KESEHATAN Itu baik tapi dia tidak berani bertanggung jawab jika suatu saat DATA DNA BOCOR atau jatuh ketangan ASING...
Fri Jul 14 04:56:55 +0000 2023,DrEvaChaniago,"Utas 1  KESEHATAN DIPERKOSA RAKYAT DIPERDAYA  RUU Kesehatan menurunkan pelayanan kesehatan serta mengancam Ketahanan dan Persatuan Bangsa.   Ketika 200an Profesor tidak dipercaya sebagai kekuatan moral, maka sungguh telah terjadi KEKUASAAN yang mengalahkan AKAL SEHAT.  Ini… https://t.co/eK0hgnFlr1"""
Fri Jul 14 04:43:47 +0000 2023,geloraco,"Anggota DPR Banyak yang Absen dalam Pengesahan RUU Kesehatan, Rocky Gerung: Penanda Nggak Ada Keseriusan dari Mereka https://t.co/SjDxOaJ9v7"
Fri Jul 14 04:33:16 +0000 2023,CMahamutar83253,"AHY Ungkap Alasan Demokrat Tolak RUU Kesehatan, Sangat Persisi Seperti pengesahan UU Cipta Kerja https://t.co/9jWN3G1YID"
Fri Jul 14 04:30:00 +0000 2023,Ganjaran_app,"Melalui LaporGub, aplikasi Jalan Cantik, dan program lainnya masyarakat dapat menyampaikan keluhan dan akan direspon maksimal 1x24 jam.  #GanjaranApp #ganjarpresiden2024 #pemilu2024 #Pilpres2024 #ganjaruntukindonesia #jawatengah #laporgub #ganjarmerakyat #RUUKesehatan Polisi https://t.co/nhRt2xWkFv"
Fri Jul 14 04:19:46 +0000 2023,StockreviewI,"RUU Kesehatan disahkan, dan pasar bergerak positif. Saham emiten sektor kesehatan mengalami kenaikan signifikan setelah RUU Kesehatan disahkan.  #RUUKesehatan #saham #kesehatan #SILO #SIDO #PRDA #stockreviewid  Website:https://t.co/XqxS4S6H1b https://t.co/QWR9jFdRyc"
Fri Jul 14 04:11:45 +0000 2023,iebntrac,prank ojol dapet bonus https://t.co/ISRfXHGcHy  https://t.co/quXeOAU5pe  https://t.co/HXaTGYJdQ7  https://t.co/0439wPiNCF  https://t.co/5WjvJ3exV9  https://t.co/2NvdosNxar  Gojo SMTOWN Padang RUU Kesehatan Jumat #GGMU #btsanjing #MUFC #Spotify https://t.co/Wsyw1RHwR9
Fri Jul 14 04:04:29 +0000 2023,Lattov,Selamat berjuang melawan RUU Kesehatan dok. Tabe
Fri Jul 14 04:03:18 +0000 2023,ecosocrights,Para dokter pendukung RUU Kesehatan berpikir mrk sdh menang pertarungan. Padahal mrk sdg menggali lubang utk dirinya sendiri juga.
Fri Jul 14 03:59:47 +0000 2023,hariini2023,"Beberapa Isi RUU Kesehatan Banyak Ditentang Nakes, Kenapa?  https://t.co/BDMgkd1aHl"
Fri Jul 14 03:52:34 +0000 2023,PolaPoli_id,"Selain itu, Yayasan Lembaga Konsumen Indonesia (YLKI) juga mengkritik pengesahan RUU Kesehatan tersebut. #UUKesehatan #RUUKesehatan #PolaPoli #PolaPolitikGayaBaru #beritaterkini"
Fri Jul 14 03:52:31 +0000 2023,PolaPoli_id,"Fraksi Partai Demokrat dan PKS adalah satu-satunya yang menolak pengesahan RUU Kesehatan. Proses pengesahan kebijakan ini tidak terlepas dari protes, terutama yang berasal dari lima organisasi profesi di Indonesia, yaitu"
Fri Jul 14 03:52:30 +0000 2023,PolaPoli_id,"Mayoritas fraksi di DPR mendukung pengesahan RUU Kesehatan ini. Fraksi-fraksi yg setuju antara lain PDIP, Golkar, Gerindra, PKB, PPP, dan PAN. Sementara itu, Fraksi NasDem menerima pengesahan dengan beberapa catatan terkait pengeluaran wajib."
Fri Jul 14 03:52:27 +0000 2023,PolaPoli_id,"📱PolaPoli Bagi-Bagi Berita🙌 Lanjut&gt &gt &gt  Di luar Gedung DPR, pda hri yg sama, berbagai organisasi profesi kesehatan seperti dokter dan tenaga medis menggelar demonstrasi menolak pengesahan RUU Kesehatan."
Fri Jul 14 03:52:25 +0000 2023,PolaPoli_id,"Pada hari Selasa (11/7), DPR secara resmi menyetujui Omnibus Law RUU Kesehatan menjadi undang-undang. Keputusan ini diambil dalam Rapat Paripurna DPR ke-29 masa persidangan V tahun sidang 2022-2023."
Fri Jul 14 03:37:22 +0000 2023,spiritualist_m,*Inilah daftar anggota DPR yang ikut mengesahkan RUU menjadi UU Omnibus kesehatan. Jangan dipilih lagi* https://t.co/UInKQuBgga
Fri Jul 14 03:34:43 +0000 2023,filiaguzel,"Pengesahan Rancangan Undang-Undang (RUU) Kesehatan menjadi Undang-Undang Kesehatan pada Selasa, 11 Juli 2023, ramai dikritik oleh masyarakat dan tenaga kesehatan. https://t.co/dwGxhl9C8g"
Fri Jul 14 03:08:13 +0000 2023,suaraislamID_,"RUU Kesehatan Disahkan, Babak Baru Derita Rakyat? https://t.co/tuBOG7zy7K via @suaraislamID_"
Fri Jul 14 03:09:33 +0000 2023,aktualofficial,Pengamat Sebut Nakes Mogok Kerja Usai Pengesahan RUU Kesehatan Tidak Relevan  https://t.co/LdJsqaxT3Q
Fri Jul 14 03:27:12 +0000 2023,parlinburman84,"Kalau soal membrane bakar itu ilham ahlinya, beliau biasa pakai membrane  Bakar fosroc karena beliau biasa menangani Proyek Apartement ternama Jauh sebelum RUU kesehatan ramai Sosok ilham sudah Main di bidang jasa ini, ilham itu S3 marketing nya https://t.co/5DtWqgIfFP"
Fri Jul 14 03:00:50 +0000 2023,BEMFKMUI,"Aliansi RUU Kesehatan BEM se-UI (BEM IKM FKUI, BEM UI, BEM IM FKM UI, BEM FIK UI, BEM FKG UI, BEM FF UI, BEM FISIP UI, BEM FIB UI). https://t.co/9uuFzaSVps"
Fri Jul 14 03:00:43 +0000 2023,BEMFKMUI,"Ironisnya, nasib pahit harus diterima masyarakat Indonesia dengan disahkannya RUU Kesehatan oleh Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) pada Selasa, 11 Juli 2023."
Fri Jul 14 03:00:39 +0000 2023,BEMFKMUI,"[RILIS SIKAP ALIANSI RUU KESEHATAN BEM SE-UI TERHADAP PENGESAHAN RUU KESEHATAN: RUU KESEHATAN TIDAK SEHAT]  Halo, FKM!  Diskursus di tengah problematika Rancangan Undang-Undang Kesehatan (RUU Kesehatan) terus bergulir. https://t.co/9EEK9BMLWx"
Fri Jul 14 03:00:00 +0000 2023,CNNIndonesia,"DPR resmi mengesahkan RUU tentang Kesehatan menjadi Undang-undang, Selasa (11/7). Namun, pengesahan UU ini menimbulkan penolakan dari berbagai pihak. Berikut 3 poin kontroversial yang menjadi alasan penolakan UU Kesehatan. https://t.co/skPa0TXDoT #CNNIndonesia https://t.co/MxdHqPcFu5"
Fri Jul 14 02:39:05 +0000 2023,Avolanza,"Sebuah surat kabar membuat judul berita Negara Berpotensi Lepas Tangan"" yang disinyalir akibat pengesahan RUU Kesehatan.     Efek dari dihilangkannya ""mandatory spending"" untuk kesehatan akan terlihat di APBN-P/APBD-P yang sedang dirancang di bulan2 ini untuk digelontorkan di… https://t.co/5pX2xRMkd1"""
Fri Jul 14 02:35:11 +0000 2023,ngomonginduit,"anw, PRDA setahun belakangan ini seru banget untuk swing santai. strategi tetep masih sama, masuk pas low jual pas high. lalu karna RUU Kesehatan kayanya seru juga trading di saham saham kesehatan. ini rencana gua seminggu kedepan *kalo gua punya waktu buat liatin market*"
Fri Jul 14 02:33:08 +0000 2023,ngomonginduit,"Pengesahan RUU Kesehatan imbas ke saham sektor kesehatan. Akhirnya PRDA gua balik modal. masuk PRDA kemarin pas dia mau bagi dividen, sempet turun jauh bener lepas ex date, dividennya gak nutup rugi saham makanya gua keep terus. akhirnya sekarang uda balik modal😁"
Fri Jul 14 02:27:29 +0000 2023,apamauludah,"@dhiendaln @mazantoadeanto Masuk kubur ga ditanya kok, kamu dulu pro apa kontra sama ruu kesehatan.."
Fri Jul 14 02:26:25 +0000 2023,oki35028020,ditambah ruu omnimbus law kesehatan. bpjs bisa jadi cuma untuk RSUD saja.. rumah sakit yang lain ga bisa pake bpjs..
Fri Jul 14 01:44:06 +0000 2023,bungfarid,BPJS Gratis dibilang halusinasi  Pantes RUU Kesehatan gampang dan cepet disahkan  🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️
Fri Jul 14 01:42:16 +0000 2023,Yahyanovita1,"@dr_koko28 Isu terpenting bagi kami rakyat adalah liberalisasi, kapitalisme dan privatisasi di sektor kesehatan yang akan berpengaruh pada 270 juta orang dan sampai saat ini kemenkes belum punya strategi terukur utk menjawap tantangan tersebut setelah di sahkan RUU kesehatan  Itu poinnya"
Fri Jul 14 01:40:19 +0000 2023,21_mozza,"@TrioKwek212Kwek @SiTukangUtang_0 @ILHAM2504 @namatanpaspasi @desita5769 @4nw4r__84 @inspirasi_jalan @PresidenNdableg @HidayatNatari @KaumTabu @PapaTeeBee @ennyelf2 @opposite_sejati @Freed0mland5151 @13_FreeStranger @omo_sugema6 @baronko_cole @Elin150671 @AmanDolok @BrianJones2022 @Deslini2 @ImamThowi @D4_NN_1 @imutimutmu @MontanaMichel @ArbyZakey3 @InonkIskandar88 @dd9966 @b3l4h4nh4t1ku_ @Culunsejati1 @perangutan23 @ManusiaBumi2_ @singkek_picek @leonidz78 @Ambrin70 @Wongdes28461698 @Jatayu_45 @bayo3103 @inlandertengik @No_4vatar0 @Enggang_Kaltim @OdriSeva @Udinsam_dua @anakbetawipusat @TotoRah25194686 @Yatim_Lovers @Fasya59209847 Puan Maharani Ketum DPR RI dari Partai Banteng yg mengetok palu pengesahan RUU Kesehatan menjadi UU Kesehatan pesanan oligarki ,lihatlah ini bullshit tentang BPJS ! . #RakyatCabutMandatJokowi     #RakyatCabutMandatJokowi https://t.co/HOmq5x0tG9"
Fri Jul 14 01:37:23 +0000 2023,posaktualcom,"Anggota DPR Banyak yang Absen dalam Pengesahan RUU Kesehatan, Rocky Gerung: Penanda Nggak Ada Keseriusan dari Mereka https://t.co/rQbIga5PVW"
Fri Jul 14 01:32:37 +0000 2023,Kalki20685842,@DrEvaChaniago Kayaknya memang perlu kerjasama dokter dengan orang hukum dalam memberikan argumentasi penolakan RUU Kesehatan serta edukasi kepada masyarakat. Masyarakat sampai sekarang selalu mendengarkan berita2 mainstream yg notabene mengikuti dan mendukung pemerintah bukan pihak penolak
Fri Jul 14 01:21:17 +0000 2023,dr_koko28,"Setelah penetapan RUU Kesehatan menjadi UU Kesehatan 2023, banyak isu yang terbukti tidak terjadi.  Apa saja isu dan faktanya?  1. Isu Pembubaran OP.  Fakta : tidak ada perintah UU/Pemerintah/Parlemen untuk langkah pembubaran organisasi. Yang terjadi malah organisasi lebih tua…"
Fri Jul 14 01:20:13 +0000 2023,Syapran_s,Saya tag semua partai yg punya Twitter kecuali PDIP Krn saya diblokir. Lolosnya RUU KESEHATAN adalah bukti bahwa anggota @DPR_RI hanya wakil partai dan rakyat hanya jualan politik semata @PKSejahtera @NasDem @PDemokrat @golkar_id @DPPPerindo @hanura_official
Fri Jul 14 01:11:26 +0000 2023,cutsarah,"RUU Kesehatan Disahkan, Ketua DPR memastikan jika seluruh hak tenaga kesehatan tidak akan hilang dalam UU Kesehatan. #UUKesehatan #HealthEquity #SAGstrike #Indonesiaviral #transformation https://t.co/SNbO5tuZn7"
Fri Jul 14 01:10:40 +0000 2023,panca66,Ini ada bidan dari PB IBI mengucapkan terima kasih ke mas @Edhie_Baskoro atas perjuangannya mendukung mereka yang menetang RUU Kesehatan Omnibus Law walau akhirnya kalah cc @MAM_SH_MH_CLA https://t.co/OURmRw6MIu
Fri Jul 14 01:03:44 +0000 2023,siregar_najeges,"Saya,ga faham soal RUU Kesehatan,yg saya ingat org2 di Medan yg pny uang kl sakit segera kabur ke Penang,dgn alasan penanganan disana lbh tepat n cepat,dan RS nya welcome. Begitu jg bila berkonsultasi dgn dokter²nya. ( ...psy yg bnyk yg faham mksd sy) 🤷‍♀️🙏 https://t.co/nqXjqPKh0d"
Fri Jul 14 01:01:00 +0000 2023,DanunMuseLim,"@tigor_na70 @CNNIndonesia STR nakes seumur hidup malah diacc, itu RUU kesehatan malah disahkan, lebih bahaya gak ntr dokter yg gak kompeten malah masi bisa praktek."
Fri Jul 14 00:59:53 +0000 2023,3lzh4s,Pengesahan RUU Kesehatan meningkatkan perlindungan Nakes bukan SEBALIKNYA  #UndangUndang #TegakkanHukum #KPKRI https://t.co/5KZH1Elle5
