date,username,tweet_stem,score lexicon,sentiment lexicon,sentiment ML
2023-07-14 03:52:25+00:00,PolaPoli_id,selasa dpr resmi tuju omnibus law ruu sehat undangundang putus ambil rapat paripurna dpr sidang v sidang,-8,negative,negative
2023-07-14 03:37:22+00:00,spiritualist_m,daftar anggota dpr kesah ruu uu omnibus sehat pilih,-2,negative,negative
2023-07-14 03:34:43+00:00,filiaguzel,kesah rancang undangundang ruu sehat undangundang sehat selasa juli ramai kritik masyarakat tenaga sehat,7,positive,positive
2023-07-14 03:08:13+00:00,suaraislamID_,ruu sehat sah babak derita rakyat,-6,negative,negative
2023-07-14 03:09:33+00:00,aktualofficial,amat nakes mogok kerja kesah ruu sehat relevan,6,positive,positive
2023-07-14 03:27:12+00:00,parlinburman84,membrane bakar ilham ahli beliau pakai membrane bakar fosroc beliau tangan proyek apartement nama ruu sehat ramai sosok ilham main bidang jasa ilham s marketing,2,positive,positive
2023-07-14 03:00:50+00:00,BEMFKMUI,aliansi ruu sehat bem seui bem ikm fkui bem ui bem im fkm ui bem fik ui bem fkg ui bem ff ui bem fisip ui bem fib ui,0,negative,negative
2023-07-14 03:00:43+00:00,BEMFKMUI,ironis nasib pahit terima masyarakat indonesia sah ruu sehat dewan wakil rakyat republik indonesia dpr ri selasa juli,-1,negative,negative
2023-07-14 03:00:39+00:00,BEMFKMUI,rilis sikap aliansi ruu sehat bem seui kesah ruu sehat ruu sehat sehat halo fkm diskursus problematika rancang undangundang sehat ruu sehat gulir,20,positive,positive
2023-07-14 03:00:00+00:00,CNNIndonesia,dpr resmi kesah ruu sehat undangundang selasa kesah uu timbul tolak poin kontroversial alas tolak uu sehat cnnindonesia,3,positive,positive
2023-07-14 02:39:05+00:00,Avolanza,surat kabar judul berita negara potensi lepas tangan sinyalir akibat kesah ruu sehat efek hilang mandatory spending sehat apbnpapbdp rancang gelontor,7,positive,positive
2023-07-14 02:35:11+00:00,ngomonginduit,anw prda tahun seru swing santai strategi tetep masuk pas low jual pas high karna ruu sehat kaya seru trading saham saham sehat rencana minggu depan liatin market,10,positive,positive
2023-07-14 02:33:08+00:00,ngomonginduit,kesah ruu sehat imbas saham sektor sehat prda modal masuk prda kemarin pas dividen sempet turun bener lepas ex date dividen nutup rugi saham keep uda modal,-6,negative,negative
2023-07-14 02:27:29+00:00,apamauludah,masuk kubur pro kontra ruu sehat,0,negative,positive
2023-07-14 02:26:25+00:00,oki35028020,tambah ruu omnimbus law sehat bpjs rsud rumah sakit pake bpjs,4,positive,positive
2023-07-14 01:44:06+00:00,bungfarid,bpjs gratis bilang halusinasi pantes ruu sehat gampang cepet sah,8,positive,positive
2023-07-14 01:42:16+00:00,Yahyanovita1,isu penting rakyat liberalisasi kapitalisme privatisasi sektor sehat pengaruh juta orang kemenkes strategi ukur menjawap tantang sahkan ruu sehat poin,8,positive,positive
2023-07-14 01:40:19+00:00,21_mozza,puan maharani tum dpr ri partai banteng ketok palu kesah ruu sehat uu sehat pesan oligarki lihat bullshit bpjs rakyatcabutmandatjokowi rakyatcabutmandatjokowi,7,positive,positive
2023-07-14 01:37:23+00:00,posaktualcom,anggota dpr absen kesah ruu sehat rocky gerung tanda serius,-8,negative,negative
2023-07-14 01:32:37+00:00,Kalki20685842,kayak kerjasama dokter orang hukum argumentasi tolak ruu sehat edukasi masyarakat masyarakat dengar berita mainstream notabene ikut dukung perintah tolak,-9,negative,negative
2023-07-14 01:21:17+00:00,dr_koko28,tetap ruu sehat uu sehat isu bukti isu fakta isu bubar fakta perintah uupemerintahparlemen langkah bubar organisasi organisasi tua,3,positive,positive
2023-07-14 01:20:13+00:00,Syapran_s,tag partai twitter pdip blokir lolos ruu sehat bukti anggota wakil partai rakyat jual politik,-10,negative,negative
2023-07-14 01:11:26+00:00,cutsarah,ruu sehat sah ketua dpr hak tenaga sehat hilang uu sehat uukesehatan healthequity sagstrike indonesiaviral transformation,11,positive,positive
2023-07-14 01:10:40+00:00,panca66,bidan pb ibi terima kasih mas juang dukung menetang ruu sehat omnibus law kalah,6,positive,positive
2023-07-14 01:03:44+00:00,siregar_najeges,sayaga faham ruu kesehatanyg org medan pny uang sakit kabur penangdgn alas tangan sana lbh n cepatdan rs welcome konsultasi dokter nya psy bnyk faham mksd,1,positive,positive
2023-07-14 01:01:00+00:00,DanunMuseLim,nakes umur hidup diacc ruu sehat sah bahaya ntr dokter kompeten mas praktek,-2,negative,negative
2023-07-14 00:59:53+00:00,3lzh4s,kesah ruu sehat tingkat lindung nakes undangundang tegakkanhukum kpkri,10,positive,positive
2023-07-14 00:53:08+00:00,Gungun20870870,rakyat rakyat jelata pks demokrat tolak ruu sehat bearti rancang benar pks demokrat tuju bearti rancang salah ada partai salah,-16,negative,negative
2023-07-14 00:47:39+00:00,dokdevbks,guru kumpul ratus suara prihatin ruu sehat wakil rakyat tuli dengar sedikit wakil rakyat,1,positive,positive
2023-07-14 00:41:06+00:00,kalbar_news,kalbar news ketok palu ruu sehat sah undangundan,3,positive,positive
2023-07-14 00:35:02+00:00,BeautynesiaID,ruu sehat resmi sah jalan poinpoin kontroversial protes nakes,2,positive,positive
2023-07-14 00:34:48+00:00,Yahyanovita1,buka masuk sistem sehat pilpres amat rejim niat ikhlas rakyat sahkan ruu sehat ubah buruk,2,positive,positive
2023-07-14 00:34:08+00:00,polhukamid_,anggota dpr absen kesah ruu sehat rocky gerung tanda serius,-8,negative,negative
2023-07-14 00:31:26+00:00,Yahyanovita1,buka masuk sistem sehat pilpres rejim niat ikhlas rakyat amat sistem ruu sehat sahkan ubah,3,positive,positive
2023-07-14 00:18:45+00:00,TomJerry29774,rapat paripurna dpr ri putus kesah ruu sehat uu sehat sidang paripurna dpr ri sidang v sidang selasa,0,negative,negative
2023-07-14 00:16:45+00:00,TomJerry29774,kritisi perhati bijak publik dr rini syafri kesah ruu sehat bukti dedikasi negara penting politik sehat kapitalisme flashnews,2,positive,positive
2023-07-14 00:16:31+00:00,TomJerry29774,dpr resmi kesah ruu sehat uu menteri sehat budi gunadi sadikin nilai kesah uu berkah musibah baca ruu sehat sah perhati bukti dedikasi negara kapitalisme,18,positive,positive
2023-07-14 00:08:10+00:00,rifanpermana27,heran ruu sehat sah psi diem ajapdhl sah mandatory sehat dlm guna apbn smakin sm skalimaka bpjs gratis sirnasdh fraksi pks dpr rugi sah uu sehat trsebut,9,positive,positive
2023-07-14 00:06:01+00:00,DIHYAHDAFFA,tenggelam partai pro ruu sehat,3,positive,positive
2023-07-14 00:02:04+00:00,Yahyanovita1,dukung rejim buka jebak ruu sehat tugas pro ruu sehat bukti ruu sehat manfaat rakyat bpjs amat pilpres pilih,16,positive,positive
2023-07-13 23:57:45+00:00,Avolanza,uu sehat gadang apik aspek bisnis tolakruukesehatanomnibuslaw tolakruukesehatan pantes cepat indah majority nakes masyarakat tolak akan ruu tsb wajib,-8,negative,negative
2023-07-13 23:56:38+00:00,idtodayco,anggota dpr absen kesah ruu sehat rocky gerung tanda serius,-8,negative,negative
2023-07-13 23:51:49+00:00,ade_rusmaya,hhhalzaytun trus exposejis malu klh telakhhh balik smua ruu sehat disahkn mnjdi uuknpa bkin uu sllu dipaksakn komunis lgi uu tuk selamat yv knpa sllu kontroversiatw emg krna komunis goblok hhh,-3,negative,negative
2023-07-13 23:20:48+00:00,Anang_ssanto,counter berita ruu sehat sahkan perintah,-1,negative,negative
2023-07-13 22:55:50+00:00,sekar_epku,ruu sehat tolak f pks f demokrat lantas ubah buat,0,negative,negative
2023-07-13 22:51:14+00:00,SatuhatiKopi,bongkar covidplan ruukesehatan mentah,-3,negative,negative
2023-07-13 22:51:05+00:00,drh_GDPutra,dua akan dukung independen susah bilang tim kelompok kerja blablabla ruu sehat teliti conflict of interest mesti tulis biar sial kayak,-18,negative,negative
2023-07-13 22:49:03+00:00,100_berries,makasii teman ngewibu kemarin yesterday was great ken cerita kayak kemarin jaga sehat yaa lupa sarap,2,positive,positive
2023-07-13 22:02:09+00:00,SatuhatiKopi,tisik suap kitar ruu sehat,1,positive,positive
2023-07-13 21:56:54+00:00,tikatikotiki,ruu sehat disahin saham industri sehat cuan si neng saham salah usaha sehat dipikirpikir liat ruu sehat,10,positive,positive
2023-07-13 20:15:29+00:00,Elsa_281099,anggar sehat trmsuk nanggung bpjs msyarkt ruu kshtn gada anggar kshtannya ntar bpjs kshtn warga miskin tanggung ato subsidi pmerntah gmna dongapa warga miskin blh sakit kitasemuabingung,-8,negative,positive
2023-07-13 19:50:53+00:00,Lopian_,nakes bilang duka gegara ruu sehat sah nakes duka negara cinta usaha rakyat tolakruukesehatan,-3,negative,negative
2023-07-13 18:43:19+00:00,DrEvaChaniago,publik ruu sehat skenario penting investor penting rakyat sumber media mainstream media abalabal investasi asing minim kadin usul bentuk omnibus law sehat,1,positive,positive
2023-07-13 18:38:57+00:00,Concrete_buster,tolol ruu sehat patok janji kampanye kemenkes nagih janji kampanye jawab dinkes daerah bawah pemda presiden nagih kepala daerah otonomi,5,positive,positive
2023-07-13 18:34:03+00:00,DrEvaChaniago,ruu sehat ancam tahan tahan bangsa profesor percaya kuat moral sungguh kuasa kalah akal sehat batalkanuukesehatan batalkanuukesehatan,7,positive,positive
2023-07-13 18:12:49+00:00,ViantAntony,tolak ruu sehat n koalisi ubah menang kontestan pilres anis presiden,1,positive,positive
2023-07-13 17:41:41+00:00,ibnupratama2000,tolak praktisi sehat ruu sehat nilai janggal sahkan dpr negara sengaja kachau,1,positive,positive
2023-07-13 17:33:45+00:00,terangxgelap,ruu sehat sah indonesia sandera misi tangantangan jahat salah satu hancur tubuh orang rusak organorgan darah merekadengan sunti drama wabahpandemi,-9,negative,negative
2023-07-13 17:25:38+00:00,rizapasha_,ribut ruu sehat basicbasic baik mandatory spending ribut benah dasar,5,positive,positive
2023-07-13 17:17:51+00:00,qdewangga_,ruu sehat sah jafi uu kuat prediksi tinggal nunggu bentar beneran rame,6,positive,positive
2023-07-13 17:10:47+00:00,ususetiawan,mbak bel ruu sehat sahkan mbak manusia jasa negeri serasa pegang kunci bijak tahun taun doi sadar trus guru senior,3,positive,positive
2023-07-13 15:15:57+00:00,ErsatArema021,anggar sehat hapus bgmn bpjs gratis dukung ruu sehat,14,positive,positive
2023-07-13 15:08:39+00:00,Muhamma75950166,bahas ruu sehat dok,9,positive,positive
2023-07-13 14:49:19+00:00,Kampus_Merdeka,liberalisasi sektor sehat asing bebas masuk serbu indonesia hebaat dunia perintah lindung rakyat sgla usaha negeri dalih ruu tolak dokter t medis mhswa rakyat mbudeg,-12,negative,negative
2023-07-13 14:39:35+00:00,kucingsalon,wkwk kesel sebel pingin misuh emosi ngumpul pokok pas liat ketawatawa habis ngesahin ruu sehat menteri ama wakilwakil rakyat kaga rakyat ketarketir ruu tolakruukesehatan,-2,negative,negative
2023-07-13 14:32:06+00:00,Newdento1,ye ye rs sapa coba ruukesehatan uukesehatan,1,positive,negative
2023-07-13 14:24:19+00:00,Asaatoe,ruu sehat sah muslim arbi dokter china banjir indonesia,6,positive,positive
2023-07-13 14:22:29+00:00,KangSarjono1,ruu sehat sah muslim arbi dokter china banjir indonesia,6,positive,positive
2023-07-13 14:19:25+00:00,haifainayah,call out bos komisi sehat komisi nyambung sila liat tulis cmu ruu kuhp kpk urus bos keras bos komisi ttp ngaruh,19,positive,positive
2023-07-13 14:18:51+00:00,WatchPms,tolak ruu sehat kartel obat mafioso kedok organisasi profesi abai penting rakyat lawan thailand lgbt,-8,negative,negative
2023-07-13 14:17:42+00:00,pe2nn,dokter umur hidup ruu sehat sim ngk,3,positive,positive
2023-07-13 14:15:19+00:00,suaranasional,ruu sehat sah muslim arbi dokter china banjir indonesia,6,positive,positive
2023-07-13 14:06:24+00:00,fuminded,komentar terombang ambing kesah ruu sehat,5,positive,positive
2023-07-13 13:59:58+00:00,bemunri,revitalisasi ubah informasi ruang dialektika implementasi ruu sehat layan cakap tenaga sehat solusi halo biru langit lengkap,2,positive,positive
2023-07-13 13:57:46+00:00,andri2099,nonton rossi mindset perintah susun ruu sehat susun ruu jasa arsitek the socalled lindung masyarakat mentality whilst the same time thinking that said professional class is the devil,11,positive,positive
2023-07-13 13:54:11+00:00,staysuture,sedih denger kesah ruu sehat hadehh,-3,negative,positive
2023-07-13 13:37:02+00:00,korantempo,halo baca dpr kesah ruu sehat tolak tenaga sehat tolak kesah ruu sehat korantempo,11,positive,positive
2023-07-13 13:33:11+00:00,mhd_arisashari,ngaco ruu sehat jadi prancis sah paris jamin bombardir ama nakes rakyat miskin sono sayang gerak persekusi milih diem finished country,-11,negative,negative
2023-07-13 13:17:49+00:00,BRKVision2023,profesor sehat protes buru sah ruu kesehatankok buru kejar blm terima suruh mk mk inkonstitusional syarat hadeuhrkyt nilai,-2,negative,negative
2023-07-13 13:14:27+00:00,ruliemaulana,anggota dewan pks demokrat tolak ruu sehat draft final kesah bagi masyarakat,-6,negative,negative
2023-07-13 13:05:19+00:00,ceovoc,bahas ruu sehat disahlan dpr gmn pandangannyatrus ruu ampas aset ku jung bahas dpr gmn opini bahas ukraina rusiachina usa,6,positive,positive
2023-07-13 13:04:13+00:00,LeAli25,ruu sehat pov badut ruukesehatan tolakruukesehatan,3,positive,positive
2023-07-13 12:57:22+00:00,hogsmaeds,hah ruu sehat rancu thats why lots of nakes tolak mentah mentah bikin layan sehat rakyat pinggir ys isi ruu arah industrialisasi layan sehat,-7,negative,negative
2023-07-13 12:56:18+00:00,aly_benzema,ruu sehat,3,positive,positive
2023-07-13 12:49:08+00:00,tuan59019,nutupin bts t rakyat sibuk jis ruu sehat,4,positive,positive
2023-07-13 12:47:46+00:00,soraaaaaaargh,sbnrnya brp orang ngomongin idol ngomongin ruu sehat sisi setor murojaah hafal wkwkwkwk,-3,negative,negative
2023-07-13 12:47:37+00:00,Kusanto8,kesah ruu sehat karpet merah jalur sutera sehat tiongkok,5,positive,positive
2023-07-13 12:38:50+00:00,inilahdotcom,massa tenaga sehat nakes gabung organisasi profesi idi ppni ibi iai pdgi ancam mogok kerja kait kesah ruu sehat menteri sehat budi gunadi sadikin respons demokrasi alam demokrasi,10,positive,positive
2023-07-13 12:30:11+00:00,mediamcmnews,dpr resmi sahkan ruu sehat undangundang,5,positive,positive
2023-07-13 12:29:53+00:00,cocor_bangor,kesah ruu sehat kali kecewa organisasi profesi organisasi idi pdgi ibi iai tolak keras kesah ruu sehat dpr,12,positive,positive
2023-07-13 12:29:49+00:00,cocor_bangor,tenaga sehat dieluelukan campa jagat twitter rame bahas kaesang thailand lgbt putus kamis tembak bot tarik bahas dampak buruk kesah ruu sehat,0,negative,negative
2023-07-13 12:20:21+00:00,RAKATIRTA,daini anggota dpr komisi latar dokter ato tenagakesehatan dukung ruukesehatan organisasiprofesi dokter tenagakesehatan forumgurubesar tolak ruu kes tsb fatalll,3,positive,positive
2023-07-13 12:17:55+00:00,zhukapatricia,ruu sehat rugi,-2,negative,negative
2023-07-13 12:15:32+00:00,anaknegri76,program bagus ganti alokasi sehat ruu pinokio,1,positive,positive
2023-07-13 12:13:26+00:00,Alandlaaa,ruu sehat disahin lawan selesai lur ngajuin judicial review jr biar atur ngawur dicancel tolakruukesehatan ruukesehatanyangmematikan,-4,negative,negative
2023-07-13 12:13:08+00:00,sukmawijaya91,bijak muas kesah ruu sehat rugi kelompok rs klinik smakin saing layan harga,2,positive,positive
2023-07-13 12:11:52+00:00,dwikiprazz,ahy alas tolak ruu sehat,-1,negative,negative
2023-07-13 12:10:05+00:00,dwikiprazz,demokrat tolak kesah ruu sehat mandatory spending liberalisasi tenaga medis poin berat regional,6,positive,positive
2023-07-13 12:08:36+00:00,cingciricing,ruu sehat rancang sah tibatiba bu ruu sehat dim april juli disahin piye bawah ruukesehatanyangmematikan,3,positive,positive
2023-07-13 12:04:13+00:00,leadwinaw,si bagus dr ruu sehat spt wajib usaha nanggung biaya obat karyawan wajib tenaga medis tangan situasi darurat medis pasien klu dibandingin baik bnyk jelek tolakruukesehatan,-8,negative,negative
2023-07-13 12:03:29+00:00,AHYB4NGK1T,ahy ruu sehat harap dokter nakes,3,positive,positive
2023-07-13 11:45:23+00:00,indrnurl,ruu sehat ketok mejik doa biar rakyat indonesia kaya nelangsa,-2,negative,negative
2023-07-13 11:43:17+00:00,rdmuhammade,bpjs gratis tentang ruu sehat,6,positive,positive
2023-07-13 11:40:11+00:00,RAKATIRTA,selamat kpd jawat dokter pokja kemkes dukung ruukesehatan idi forumgurubesar tolak ruu,5,positive,positive
2023-07-13 11:40:06+00:00,CISDI_ID,kurang hormat temanteman redaksi catch me up mincis bilang ruu sehat sah uu lengkap kap bolong salah satu minim partisipasi publik naskah resmi buka,-4,negative,negative
2023-07-13 11:37:25+00:00,EN538474N6,ruu sehat sahkan uu ellaahhh tebel bro males baca beliau baca,3,positive,positive
2023-07-13 11:32:03+00:00,iebntrac,si seleb cantik sebar bot sore putus begal ruu sehat sosmed ggmu mufc sports vcs,-8,negative,positive
2023-07-13 11:28:30+00:00,RickyFight,era sby resmi bpjs sehat bpjs ketenagakerjaan luncur program jamin sehat nasional jkn balik banding sah ruu sehat tuai polemik,6,positive,positive
2023-07-13 11:28:23+00:00,Lopian_,bahas investasi ruu ciptaker kemaren jgn ruukesehatan kitasemuabingung ruu sehat ruu investasi sehat ruukesehatanyangmematikan,8,positive,positive
2023-07-13 11:23:15+00:00,adhikrisnanta,bener ruu sehat untung rs swasta,7,positive,positive
2023-07-13 11:11:17+00:00,nic04722,teriak dukung rakyat ruu sehat batal,0,negative,negative
2023-07-13 10:49:44+00:00,BorneoSamoa,ruu sehat bagus otak nalar kaji warga indonesia obat negri sebrang,2,positive,positive
2023-07-13 10:25:55+00:00,hc_poirot,hadir anggota dpr sidang paripurna ruu sehat sah,-2,negative,negative
2023-07-13 10:24:47+00:00,Iamrizkie1,got it sir topik perihal ruu sehat bahas dalam,5,positive,positive
2023-07-13 10:21:27+00:00,ReformasiZ99316,ketok palu ruu sehat sah undangundang,3,positive,positive
2023-07-13 10:10:25+00:00,ubalalaba3,wkwk keraasss gratis banyak ngehalu banyak mimpi banyak omong kosong ruu sehat sah ngarep bpjs gratis,3,positive,positive
2023-07-13 10:03:52+00:00,Maudy_Apain,oalaaahpantesan geng belah tolak ruu kesehatanternyata ala bantu guysbiar cerah,-10,negative,negative
2023-07-13 10:01:16+00:00,dailysocial,urgensi dpr ri kesah ruu sehat pengaruh startup bas sehat indonesia simak lengkap,6,positive,positive
2023-07-13 10:00:24+00:00,gtobing2903,ruu sehat tenaga medis lalai tanggung terhdp pasien kena hukum pasal uu omnibuslaw sehat,-4,negative,negative
2023-07-13 09:56:38+00:00,TajukPolitik,ruu sehat resmi uu sehat idi sejarah kelam dunia medis,3,positive,positive
2023-07-13 09:55:22+00:00,QowamudinNM,dok rugi sah ruu sehat dok alas,6,positive,positive
2023-07-13 09:54:46+00:00,tiekakuro_chan,dok streamingnya bahas ruu sehat bahaya,4,positive,positive
2023-07-13 09:54:15+00:00,Elbert20905987,tuju ruu sehat sah,2,positive,positive
2023-07-13 09:52:09+00:00,PKSKotaBinjai,alas pks tolak kesah ruu sehat,1,positive,positive
2023-07-13 09:51:31+00:00,Venus19702,heran jelang putus bijak timbul tolak masif masyarakat spt naik bbm ruu ciptaker ruu sehat muncul surepay puas rakyat percaya gitu,0,negative,negative
2023-07-13 09:40:49+00:00,intip24news,sah ruu sehat uu kecewa guru tanggap kemenkes,9,positive,positive
2023-07-13 09:39:27+00:00,pe2nn,harap kemenkes gejala gratifikasi lolos ruu sehat oligharki,1,positive,positive
2023-07-13 09:32:34+00:00,tvr_parlemen,tvr pimpin dpr ri dpr ri sahkan ruu sehat uu sehat bahas komprehensif tengah dpr ri kesah rancang uu sehat uu tvrparlemen dprri tvr,15,positive,positive
2023-07-13 09:30:13+00:00,Ngabila,alhamdulillah sbg pns legalitas tulis dlm utama x undang resmi kemenkes ri proses hearing ruu maret jul kmrn masuk dlm tim pokja komunikasi risiko program sehat prioritas lurus niat tulus tnp pamrih toreh legacy nyata,10,positive,positive
2023-07-13 09:28:05+00:00,Catatan_ali7,auu auu pantesan gacor dukung ruu sehat fitnah fitnah orang rekan jawat fitnah roti incar sujud sukur kasi muda,-13,negative,negative
2023-07-13 09:20:50+00:00,AzamJavas,biadabyg kesah ruu sehat laknatullah,5,positive,positive
2023-07-13 09:09:25+00:00,veyex02,aneh ruu sehat ruu omni pro kontra cepat sah ruu ampas aset dukung masyarakat anti korupsi ko sah fraksi om jawab,-4,negative,negative
2023-07-13 09:07:45+00:00,ecsyukur,dpr sahkan ruu sehat uu,3,positive,positive
2023-07-13 09:03:31+00:00,Yom_N_Friends,pksamp pd tolak sah ruu sehat uu sehat brad,2,positive,positive
2023-07-13 08:45:00+00:00,democrazymedia,kesah ruu sehat karpet merah jalur sutera sehat tiongkok,5,positive,positive
2023-07-13 08:44:23+00:00,Lisaamartatara6,buzzer kemenkes dukung tolak ruu sehat komen view like akun mute block fyp dkk ts,-1,negative,negative
2023-07-13 08:27:59+00:00,sahabat_NengVia,demokrat pks tolak ruu sehat,-1,negative,negative
2023-07-13 08:18:46+00:00,TrioKw3kkw3k__,ruu sehat resmi uu ketua idi sejarah catat kelam dunia medis indonesia mogoknasionalturunkanjokowi mogoknasionalturunkanjokowi,0,negative,negative
2023-07-13 08:15:02+00:00,bemkmunand,alerta ruu sehat halo km unand tanggal juli sah ruu sehat dpr ri kesah laksana tolak masyarakat tenaga sehat milik dampak penuh hakhak tenaga sehat,11,positive,positive
2023-07-13 08:12:39+00:00,ajengcute16__,fraksi partai demokrat tolak kesah ruu sehat rizki natakusumah inti mitra masyarakat,3,positive,positive
2023-07-13 08:11:52+00:00,TrioKw3kkw3k__,kesah ruu sehat karpet merah jalur sutera sehat tiongkok mogoknasionalturunkanjokowi mogoknasionalturunkanjokowi,5,positive,positive
2023-07-13 08:10:03+00:00,ngobrolinapasih,googling ketik keyword koalisi masyarakat sipil ruu sehat lengkap pov praktisi hukum lsm,2,positive,negative
2023-07-13 08:05:59+00:00,chireng,nasdem tuju ruu sehat olak nasdem pilih capres nasdem,0,negative,positive
2023-07-13 07:53:05+00:00,TajukPolitik,fraksi partai demokrat tolak kesah ruu sehat rizki natakusumah inti mitra masyarakat,3,positive,positive
2023-07-13 07:43:58+00:00,akitaainos,percaya perintah niat masy kopid hubung ruu sehat loh lihat orang vokal perintah polos,4,positive,negative
2023-07-13 07:26:02+00:00,dokyong_,ruu obl sehat sah uu tugas awal depan konsisten tolak zaman idealisme batas percaya,-3,negative,negative
2023-07-13 07:24:47+00:00,StasiunHarmoni,kayak pesan mas curiga dikaburin kayak biar ruu sehat redam anyep,-13,negative,negative
2023-07-13 07:17:57+00:00,EdiSugihart0,ruu sehat dibisnisin mas bayang surat izin praktek umur hidup operasi dokter bedah asah skill bedah lihat saham siloam lejit kesah ruu sehat,7,positive,positive
2023-07-13 07:15:46+00:00,fajaronline,menko polhukam mahfud md respons kait gonjangganjing pasca kesah rancang undangundang ruu sehat barubaru dpr ri ruukesehatan,9,positive,positive
2023-07-13 07:13:26+00:00,detikHealth,detikers sah omnibus law ruu sehat uu sehat bawa dampak dunia sehat tanah air,2,positive,positive
2023-07-13 07:12:52+00:00,detikHealth,kurang impor alkesobat ruu sehat upaya mandiri alat sehat mandiri guna bahan baku produk negeri perintah buka jalur luas teliti kembang produksi obat negeri,-8,negative,negative
2023-07-13 07:12:51+00:00,detikHealth,dpr ri resmi kesah omnibus law ruu sehat uu sehat sidang paripurna dpr ri sidang v selasa menteri sehat ri rilis poin ubah pasca uu sehat sah a thread,18,positive,positive
2023-07-13 07:02:18+00:00,asumsico,adib susun undangundang sehat prosedural perhati aspirasi profesi sehat idi rilis resmi ruu sehat sah,14,positive,positive
2023-07-13 06:59:47+00:00,yogabudi34,ruu sehat isi pro kontra,0,negative,negative
2023-07-13 06:56:52+00:00,maulanarifki,pantesan semangat pro ruu sehat dpt kerja,6,positive,positive
2023-07-13 06:56:49+00:00,kuatbacacom,kuat note demo tolak ruu sehat uu sehat sah kuatnote kuatbaca uukesehatan,-2,negative,negative
2023-07-13 06:53:14+00:00,deychristt,ruu sehat sebenernya si soundingin lumayan kenceng loh bukti zoom publik hearing bln bln soundingkan kampus cont,-3,negative,negative
2023-07-13 06:27:23+00:00,herman__joseph,kesah ruu sehat tolak cisdi alas,1,positive,positive
2023-07-13 06:27:13+00:00,endartriwahyuni,kesah ruu sehat tolak cisdi alas,1,positive,positive
2023-07-13 06:27:01+00:00,mas__iko,kesah ruu sehat tolak cisdi alas,1,positive,positive
2023-07-13 06:05:59+00:00,setkabgoid,presiden harap ruu sehat reformasi layan sehat indonesia kabarkabinet,9,positive,positive
2023-07-13 06:03:03+00:00,opyy24208354,ruu sehat cuan konglomerat rakyat melarat,-1,negative,negative
2023-07-13 05:59:28+00:00,a_daud_ppnp,ruu sehat sah saham silo siloam hospital langsung,6,positive,positive
2023-07-13 05:59:18+00:00,a_daud_ppnp,ruu sehat uu dokter tifa makan menkes bankir sembah,1,positive,positive
2023-07-13 05:59:18+00:00,a_daud_ppnp,kesah ruu sehat karpet merah jalur sutera sehat tiongkok,5,positive,positive
2023-07-13 05:55:43+00:00,blackshark_7890,dr gregory budiman mbiomed ruu omnibus law sahkan uu sehat,7,positive,positive
2023-07-13 05:41:35+00:00,Jatayu_45,ruu sehat resmi uu ketua idi sejarah catat kelam dunia medis indonesia mogoknasionalturunkanjokowi mogoknasionalturunkanjokowi,0,negative,negative
2023-07-13 05:37:38+00:00,TG0981234,anies berani nongol bicara sepakat ruu sehat kembali pilih presiden ragu milih anies jgn anies sm pro cukong,1,positive,positive
2023-07-13 05:36:52+00:00,TG0981234,anies berani nongol bicara sepakat ruu sehat kembali pilih presiden ragu milih anies,1,positive,positive
2023-07-13 05:34:09+00:00,machtsvormingg,ributribut ruu sehat kemarin tiarap nyaring komentar bangun stadion,3,positive,positive
2023-07-13 05:31:06+00:00,inininit,kmaren nolak ruu sehat nolak keras baca full uu liat mostly bagus imo coba kasih pasal beratin nakes masyarakat,2,positive,positive
2023-07-13 05:28:07+00:00,dhiendaln,you have hands to write those words tgn u argumentasi kosong ilmu scroll replies tweets byk ruu sehat sila pilih sisi diri hadap allaah,-3,negative,negative
2023-07-13 05:15:01+00:00,AhmadAr34758311,klw dpr kesah ruu sehat,5,positive,positive
2023-07-13 05:03:52+00:00,MIntegritas,kesah ruu sehat uu tuai pro kontra kalang tenaga sehat lengkap salam integritas integritasonline uukesehatan lbhpi,10,positive,positive
2023-07-13 04:58:16+00:00,kanalhukumco,ruu sehat ruukesehatan kemenkes dpr,3,positive,positive
2023-07-13 04:55:13+00:00,MIntegritas,dewan wakil rakyat dpr ri resmi kesah rancang undangundang ruu sehat undangundang uu lengkap salam integritas integritasonline uukesehatan,3,positive,positive
2023-07-13 04:52:47+00:00,EksplisitO,tok dpr sahkan ruu tenaga sehat uu dpr uu ruukesehatan eksplisitkreatifmedia eksplisitofficial,6,positive,positive
2023-07-13 04:49:27+00:00,radarjabar_id,rapat paripurna dpr sidang v gelar selasa gedung dpr senayan jakarta dewan wakil rakyat dpr ri resmi kesah rancang undangundang ruu sehat undangundang,3,positive,positive
2023-07-13 04:45:17+00:00,maryami_arifin,hrsnya sah dengerin dl stake holder sehat ngapain buru kejar tayang urgensi ruu ampas harta koruptor hrsnya didulukan buta mata hati,-4,negative,negative
2023-07-13 04:45:21+00:00,JuhariJajang,sharre pdf ruu sehat sah,3,positive,positive
2023-07-13 04:46:12+00:00,Bl3ss3dSoul,kmrn komen ruu sehat ngaruh makes ngaruh pasien aneh bener lihat,8,positive,negative
2023-07-13 04:42:46+00:00,tempodotco,saham sektor rumah sakit farmasi lejit ruu sehat sah uu,1,positive,positive
